name,score,row_ix,dimension,subj_id,instructions
Elizabeth,0,26,Bar width,GEMS202,the only small pattern i found was picking out the gem that didn't match the others. i didn't think your previous gem mattered.
Annie,0,27,Orientation,GEMS203,It seemed like the onrs that were more valuable alternated based on the thickness of the lines in the gems
Vanessa Chavez,0,27,Orientation,GEMS203,It seemed like the onrs that were more valuable alternated based on the thickness of the lines in the gems
Elizabeth,0,27,Orientation,GEMS203,It seemed like the onrs that were more valuable alternated based on the thickness of the lines in the gems
Annie,1,27,Bar width,GEMS203,It seemed like the onrs that were more valuable alternated based on the thickness of the lines in the gems
Vanessa Chavez,1,27,Bar width,GEMS203,It seemed like the onrs that were more valuable alternated based on the thickness of the lines in the gems
Elizabeth,1,27,Bar width,GEMS203,It seemed like the onrs that were more valuable alternated based on the thickness of the lines in the gems
Annie,0,28,Orientation,GEMS204,"the last person wrote the more valuable gems are the fattest and the borders are wide but it really depends. after several time i chose the thicker black line, it doesn't work anymore."
Vanessa Chavez,0,28,Orientation,GEMS204,"the last person wrote the more valuable gems are the fattest and the borders are wide but it really depends. after several time i chose the thicker black line, it doesn't work anymore."
Elizabeth,0,28,Orientation,GEMS204,"the last person wrote the more valuable gems are the fattest and the borders are wide but it really depends. after several time i chose the thicker black line, it doesn't work anymore."
Annie,0,28,Bar width,GEMS204,"the last person wrote the more valuable gems are the fattest and the borders are wide but it really depends. after several time i chose the thicker black line, it doesn't work anymore."
Vanessa Chavez,1,28,Bar width,GEMS204,"the last person wrote the more valuable gems are the fattest and the borders are wide but it really depends. after several time i chose the thicker black line, it doesn't work anymore."
Elizabeth,1,28,Bar width,GEMS204,"the last person wrote the more valuable gems are the fattest and the borders are wide but it really depends. after several time i chose the thicker black line, it doesn't work anymore."
Annie,0,29,Orientation,GEMS205,"You will think that the gems all look the same. As you progress, the lines become more focused and thinner. Keep picking the one with the most lines. One that has less lines that the previous one will give you negative points. One exactly the same will give you zero points. Once the lines are pretty small, start to look at the angle of them. An angle that isn't the same but not totally different is a good one to pick."
Vanessa Chavez,1,29,Orientation,GEMS205,"You will think that the gems all look the same. As you progress, the lines become more focused and thinner. Keep picking the one with the most lines. One that has less lines that the previous one will give you negative points. One exactly the same will give you zero points. Once the lines are pretty small, start to look at the angle of them. An angle that isn't the same but not totally different is a good one to pick."
Elizabeth,0,29,Orientation,GEMS205,"You will think that the gems all look the same. As you progress, the lines become more focused and thinner. Keep picking the one with the most lines. One that has less lines that the previous one will give you negative points. One exactly the same will give you zero points. Once the lines are pretty small, start to look at the angle of them. An angle that isn't the same but not totally different is a good one to pick."
Annie,1,29,Bar width,GEMS205,"You will think that the gems all look the same. As you progress, the lines become more focused and thinner. Keep picking the one with the most lines. One that has less lines that the previous one will give you negative points. One exactly the same will give you zero points. Once the lines are pretty small, start to look at the angle of them. An angle that isn't the same but not totally different is a good one to pick."
Vanessa Chavez,1,29,Bar width,GEMS205,"You will think that the gems all look the same. As you progress, the lines become more focused and thinner. Keep picking the one with the most lines. One that has less lines that the previous one will give you negative points. One exactly the same will give you zero points. Once the lines are pretty small, start to look at the angle of them. An angle that isn't the same but not totally different is a good one to pick."
Elizabeth,0,29,Bar width,GEMS205,"You will think that the gems all look the same. As you progress, the lines become more focused and thinner. Keep picking the one with the most lines. One that has less lines that the previous one will give you negative points. One exactly the same will give you zero points. Once the lines are pretty small, start to look at the angle of them. An angle that isn't the same but not totally different is a good one to pick."
Annie,1,30,Orientation,GEMS206,"Try to pick the gem that is most similar to the last gem you picked. Also, choose the gem that that has a medium sized line and the one with the most vertical lines."
Vanessa Chavez,1,30,Orientation,GEMS206,"Try to pick the gem that is most similar to the last gem you picked. Also, choose the gem that that has a medium sized line and the one with the most vertical lines."
Elizabeth,1,30,Orientation,GEMS206,"Try to pick the gem that is most similar to the last gem you picked. Also, choose the gem that that has a medium sized line and the one with the most vertical lines."
Annie,1,30,Bar width,GEMS206,"Try to pick the gem that is most similar to the last gem you picked. Also, choose the gem that that has a medium sized line and the one with the most vertical lines."
Vanessa Chavez,1,30,Bar width,GEMS206,"Try to pick the gem that is most similar to the last gem you picked. Also, choose the gem that that has a medium sized line and the one with the most vertical lines."
Elizabeth,1,30,Bar width,GEMS206,"Try to pick the gem that is most similar to the last gem you picked. Also, choose the gem that that has a medium sized line and the one with the most vertical lines."
Annie,1,31,Orientation,GEMS207,"The thinner the stripes, the more valuable the gem. Not sure if the direction of the stripes is important, I was thinking the more horizontal the more valuable."
Vanessa Chavez,1,31,Orientation,GEMS207,"The thinner the stripes, the more valuable the gem. Not sure if the direction of the stripes is important, I was thinking the more horizontal the more valuable."
Elizabeth,1,31,Orientation,GEMS207,"The thinner the stripes, the more valuable the gem. Not sure if the direction of the stripes is important, I was thinking the more horizontal the more valuable."
Annie,1,31,Bar width,GEMS207,"The thinner the stripes, the more valuable the gem. Not sure if the direction of the stripes is important, I was thinking the more horizontal the more valuable."
Vanessa Chavez,1,31,Bar width,GEMS207,"The thinner the stripes, the more valuable the gem. Not sure if the direction of the stripes is important, I was thinking the more horizontal the more valuable."
Elizabeth,0,31,Bar width,GEMS207,"The thinner the stripes, the more valuable the gem. Not sure if the direction of the stripes is important, I was thinking the more horizontal the more valuable."
Annie,3,32,Orientation,GEMS208,I think the gems tilted at 10 degrees are most valuable. I also think that the gems with the biggest lines out of the 5 on the screen are the least valuable. Do not click the same gem more than 3 times in a row.
Vanessa Chavez,3,32,Orientation,GEMS208,I think the gems tilted at 10 degrees are most valuable. I also think that the gems with the biggest lines out of the 5 on the screen are the least valuable. Do not click the same gem more than 3 times in a row.
Elizabeth,3,32,Orientation,GEMS208,I think the gems tilted at 10 degrees are most valuable. I also think that the gems with the biggest lines out of the 5 on the screen are the least valuable. Do not click the same gem more than 3 times in a row.
Annie,3,32,Bar width,GEMS208,I think the gems tilted at 10 degrees are most valuable. I also think that the gems with the biggest lines out of the 5 on the screen are the least valuable. Do not click the same gem more than 3 times in a row.
Vanessa Chavez,1,32,Bar width,GEMS208,I think the gems tilted at 10 degrees are most valuable. I also think that the gems with the biggest lines out of the 5 on the screen are the least valuable. Do not click the same gem more than 3 times in a row.
Elizabeth,3,32,Bar width,GEMS208,I think the gems tilted at 10 degrees are most valuable. I also think that the gems with the biggest lines out of the 5 on the screen are the least valuable. Do not click the same gem more than 3 times in a row.
Annie,0,33,Orientation,GEMS209,i thought that if they looked similiar it made them more valuable but then my points started decreasing so i am really not sure what makes some gems more valuable than others
Vanessa Chavez,0,33,Orientation,GEMS209,i thought that if they looked similiar it made them more valuable but then my points started decreasing so i am really not sure what makes some gems more valuable than others
Elizabeth,0,33,Orientation,GEMS209,i thought that if they looked similiar it made them more valuable but then my points started decreasing so i am really not sure what makes some gems more valuable than others
Annie,0,33,Bar width,GEMS209,i thought that if they looked similiar it made them more valuable but then my points started decreasing so i am really not sure what makes some gems more valuable than others
Vanessa Chavez,0,33,Bar width,GEMS209,i thought that if they looked similiar it made them more valuable but then my points started decreasing so i am really not sure what makes some gems more valuable than others
Elizabeth,0,33,Bar width,GEMS209,i thought that if they looked similiar it made them more valuable but then my points started decreasing so i am really not sure what makes some gems more valuable than others
Annie,1,34,Orientation,GEMS210,the lines form about 45 degree with the horizontal line. Should not be too dense. Black and white lines should be about the same width.
Vanessa Chavez,1,34,Orientation,GEMS210,the lines form about 45 degree with the horizontal line. Should not be too dense. Black and white lines should be about the same width.
Elizabeth,3,34,Orientation,GEMS210,the lines form about 45 degree with the horizontal line. Should not be too dense. Black and white lines should be about the same width.
Annie,1,34,Bar width,GEMS210,the lines form about 45 degree with the horizontal line. Should not be too dense. Black and white lines should be about the same width.
Vanessa Chavez,1,34,Bar width,GEMS210,the lines form about 45 degree with the horizontal line. Should not be too dense. Black and white lines should be about the same width.
Elizabeth,3,34,Bar width,GEMS210,the lines form about 45 degree with the horizontal line. Should not be too dense. Black and white lines should be about the same width.
Annie,0,35,Orientation,GEMS211,The gems are more vauluable when they are bolder and have more lines.They have more focued in their appearance then the one before it meaning it is usually more valuable then the last one you saw.
Vanessa Chavez,0,35,Orientation,GEMS211,The gems are more vauluable when they are bolder and have more lines.They have more focued in their appearance then the one before it meaning it is usually more valuable then the last one you saw.
Elizabeth,0,35,Orientation,GEMS211,The gems are more vauluable when they are bolder and have more lines.They have more focued in their appearance then the one before it meaning it is usually more valuable then the last one you saw.
Annie,1,35,Bar width,GEMS211,The gems are more vauluable when they are bolder and have more lines.They have more focued in their appearance then the one before it meaning it is usually more valuable then the last one you saw.
Vanessa Chavez,1,35,Bar width,GEMS211,The gems are more vauluable when they are bolder and have more lines.They have more focued in their appearance then the one before it meaning it is usually more valuable then the last one you saw.
Elizabeth,1,35,Bar width,GEMS211,The gems are more vauluable when they are bolder and have more lines.They have more focued in their appearance then the one before it meaning it is usually more valuable then the last one you saw.
Annie,0,36,Orientation,GEMS212,"I think that if one of the other gems, in the relation to one's prvious pick, has more lines, then it is most likely more valuable. Also, if the colors of the new jem coincide with the last stripe color on the old jem, it will also be worth more."
Vanessa Chavez,0,36,Orientation,GEMS212,"I think that if one of the other gems, in the relation to one's prvious pick, has more lines, then it is most likely more valuable. Also, if the colors of the new jem coincide with the last stripe color on the old jem, it will also be worth more."
Elizabeth,0,36,Orientation,GEMS212,"I think that if one of the other gems, in the relation to one's prvious pick, has more lines, then it is most likely more valuable. Also, if the colors of the new jem coincide with the last stripe color on the old jem, it will also be worth more."
Annie,1,36,Bar width,GEMS212,"I think that if one of the other gems, in the relation to one's prvious pick, has more lines, then it is most likely more valuable. Also, if the colors of the new jem coincide with the last stripe color on the old jem, it will also be worth more."
Vanessa Chavez,0,36,Bar width,GEMS212,"I think that if one of the other gems, in the relation to one's prvious pick, has more lines, then it is most likely more valuable. Also, if the colors of the new jem coincide with the last stripe color on the old jem, it will also be worth more."
Elizabeth,0,36,Bar width,GEMS212,"I think that if one of the other gems, in the relation to one's prvious pick, has more lines, then it is most likely more valuable. Also, if the colors of the new jem coincide with the last stripe color on the old jem, it will also be worth more."
Annie,1,37,Orientation,GEMS213,"As you go farther on in the game, the gems start to contain more lines, so choose a gem that has more lines than the first one. They also begin to change angles as the lines aren't level. When you're picking gems, alternate the angles of the lines with each new gem."
Vanessa Chavez,1,37,Orientation,GEMS213,"As you go farther on in the game, the gems start to contain more lines, so choose a gem that has more lines than the first one. They also begin to change angles as the lines aren't level. When you're picking gems, alternate the angles of the lines with each new gem."
Elizabeth,1,37,Orientation,GEMS213,"As you go farther on in the game, the gems start to contain more lines, so choose a gem that has more lines than the first one. They also begin to change angles as the lines aren't level. When you're picking gems, alternate the angles of the lines with each new gem."
Annie,1,37,Bar width,GEMS213,"As you go farther on in the game, the gems start to contain more lines, so choose a gem that has more lines than the first one. They also begin to change angles as the lines aren't level. When you're picking gems, alternate the angles of the lines with each new gem."
Vanessa Chavez,0,37,Bar width,GEMS213,"As you go farther on in the game, the gems start to contain more lines, so choose a gem that has more lines than the first one. They also begin to change angles as the lines aren't level. When you're picking gems, alternate the angles of the lines with each new gem."
Elizabeth,0,37,Bar width,GEMS213,"As you go farther on in the game, the gems start to contain more lines, so choose a gem that has more lines than the first one. They also begin to change angles as the lines aren't level. When you're picking gems, alternate the angles of the lines with each new gem."
Annie,0,38,Orientation,GEMS214,"What I think makes some gems more valuable is by how many lines there are. The more lines there are, the more valuable it is but then it changes because the gems with less lines is more valuable then the one with more lines."
Vanessa Chavez,0,38,Orientation,GEMS214,"What I think makes some gems more valuable is by how many lines there are. The more lines there are, the more valuable it is but then it changes because the gems with less lines is more valuable then the one with more lines."
Elizabeth,0,38,Orientation,GEMS214,"What I think makes some gems more valuable is by how many lines there are. The more lines there are, the more valuable it is but then it changes because the gems with less lines is more valuable then the one with more lines."
Annie,0,38,Bar width,GEMS214,"What I think makes some gems more valuable is by how many lines there are. The more lines there are, the more valuable it is but then it changes because the gems with less lines is more valuable then the one with more lines."
Vanessa Chavez,0,38,Bar width,GEMS214,"What I think makes some gems more valuable is by how many lines there are. The more lines there are, the more valuable it is but then it changes because the gems with less lines is more valuable then the one with more lines."
Elizabeth,0,38,Bar width,GEMS214,"What I think makes some gems more valuable is by how many lines there are. The more lines there are, the more valuable it is but then it changes because the gems with less lines is more valuable then the one with more lines."
Annie,0,39,Orientation,GEMS215,I found that I got the most points when I selected a gem with each of its lines entirely showing. I also got zero points for an 8 stiped Gem...but I don't think that is much to work off of. Also I feel like when the lines of the gems are more blurry they are worth less.
Vanessa Chavez,0,39,Orientation,GEMS215,I found that I got the most points when I selected a gem with each of its lines entirely showing. I also got zero points for an 8 stiped Gem...but I don't think that is much to work off of. Also I feel like when the lines of the gems are more blurry they are worth less.
Elizabeth,0,39,Orientation,GEMS215,I found that I got the most points when I selected a gem with each of its lines entirely showing. I also got zero points for an 8 stiped Gem...but I don't think that is much to work off of. Also I feel like when the lines of the gems are more blurry they are worth less.
Annie,1,39,Bar width,GEMS215,I found that I got the most points when I selected a gem with each of its lines entirely showing. I also got zero points for an 8 stiped Gem...but I don't think that is much to work off of. Also I feel like when the lines of the gems are more blurry they are worth less.
Vanessa Chavez,0,39,Bar width,GEMS215,I found that I got the most points when I selected a gem with each of its lines entirely showing. I also got zero points for an 8 stiped Gem...but I don't think that is much to work off of. Also I feel like when the lines of the gems are more blurry they are worth less.
Elizabeth,1,39,Bar width,GEMS215,I found that I got the most points when I selected a gem with each of its lines entirely showing. I also got zero points for an 8 stiped Gem...but I don't think that is much to work off of. Also I feel like when the lines of the gems are more blurry they are worth less.
Annie,0,40,Orientation,GEMS216,"In order to be successful in this experiement you need to not get frusterated and allow yourself to experiment new options even if points may be lost. I looked for gems that were similar to one another, but I don't think I uncovered the pattern."
Vanessa Chavez,0,40,Orientation,GEMS216,"In order to be successful in this experiement you need to not get frusterated and allow yourself to experiment new options even if points may be lost. I looked for gems that were similar to one another, but I don't think I uncovered the pattern."
Elizabeth,0,40,Orientation,GEMS216,"In order to be successful in this experiement you need to not get frusterated and allow yourself to experiment new options even if points may be lost. I looked for gems that were similar to one another, but I don't think I uncovered the pattern."
Annie,0,40,Bar width,GEMS216,"In order to be successful in this experiement you need to not get frusterated and allow yourself to experiment new options even if points may be lost. I looked for gems that were similar to one another, but I don't think I uncovered the pattern."
Vanessa Chavez,0,40,Bar width,GEMS216,"In order to be successful in this experiement you need to not get frusterated and allow yourself to experiment new options even if points may be lost. I looked for gems that were similar to one another, but I don't think I uncovered the pattern."
Elizabeth,0,40,Bar width,GEMS216,"In order to be successful in this experiement you need to not get frusterated and allow yourself to experiment new options even if points may be lost. I looked for gems that were similar to one another, but I don't think I uncovered the pattern."
Annie,0,41,Orientation,GEMS217,I really can't tell what is happening all I just tried to pick the mopst similar gem when I got points and most different gem when I got negative points
Vanessa Chavez,0,41,Orientation,GEMS217,I really can't tell what is happening all I just tried to pick the mopst similar gem when I got points and most different gem when I got negative points
Elizabeth,0,41,Orientation,GEMS217,I really can't tell what is happening all I just tried to pick the mopst similar gem when I got points and most different gem when I got negative points
Annie,0,41,Bar width,GEMS217,I really can't tell what is happening all I just tried to pick the mopst similar gem when I got points and most different gem when I got negative points
Vanessa Chavez,0,41,Bar width,GEMS217,I really can't tell what is happening all I just tried to pick the mopst similar gem when I got points and most different gem when I got negative points
Elizabeth,0,41,Bar width,GEMS217,I really can't tell what is happening all I just tried to pick the mopst similar gem when I got points and most different gem when I got negative points
Annie,3,42,Orientation,GEMS218,"While looking for gems, there appears to be a trend between the number of lines and the tilt of the lines. You should prioritize the number of lines up until a point. However, when it comes to tilt, you want to prioritize the rotation until they become parallel horizontally. Once you are at parallel, the number of lines must be fine tuned in order to find the gem of the most value."
Vanessa Chavez,1,42,Orientation,GEMS218,"While looking for gems, there appears to be a trend between the number of lines and the tilt of the lines. You should prioritize the number of lines up until a point. However, when it comes to tilt, you want to prioritize the rotation until they become parallel horizontally. Once you are at parallel, the number of lines must be fine tuned in order to find the gem of the most value."
Elizabeth,3,42,Orientation,GEMS218,"While looking for gems, there appears to be a trend between the number of lines and the tilt of the lines. You should prioritize the number of lines up until a point. However, when it comes to tilt, you want to prioritize the rotation until they become parallel horizontally. Once you are at parallel, the number of lines must be fine tuned in order to find the gem of the most value."
Annie,3,42,Bar width,GEMS218,"While looking for gems, there appears to be a trend between the number of lines and the tilt of the lines. You should prioritize the number of lines up until a point. However, when it comes to tilt, you want to prioritize the rotation until they become parallel horizontally. Once you are at parallel, the number of lines must be fine tuned in order to find the gem of the most value."
Vanessa Chavez,0,42,Bar width,GEMS218,"While looking for gems, there appears to be a trend between the number of lines and the tilt of the lines. You should prioritize the number of lines up until a point. However, when it comes to tilt, you want to prioritize the rotation until they become parallel horizontally. Once you are at parallel, the number of lines must be fine tuned in order to find the gem of the most value."
Elizabeth,1,42,Bar width,GEMS218,"While looking for gems, there appears to be a trend between the number of lines and the tilt of the lines. You should prioritize the number of lines up until a point. However, when it comes to tilt, you want to prioritize the rotation until they become parallel horizontally. Once you are at parallel, the number of lines must be fine tuned in order to find the gem of the most value."
Annie,0,43,Orientation,GEMS219,I think that the more titled they were from the starting postion and the more lines through the gem correlated to the more valuable gem
Vanessa Chavez,1,43,Orientation,GEMS219,I think that the more titled they were from the starting postion and the more lines through the gem correlated to the more valuable gem
Elizabeth,1,43,Orientation,GEMS219,I think that the more titled they were from the starting postion and the more lines through the gem correlated to the more valuable gem
Annie,0,43,Bar width,GEMS219,I think that the more titled they were from the starting postion and the more lines through the gem correlated to the more valuable gem
Vanessa Chavez,0,43,Bar width,GEMS219,I think that the more titled they were from the starting postion and the more lines through the gem correlated to the more valuable gem
Elizabeth,1,43,Bar width,GEMS219,I think that the more titled they were from the starting postion and the more lines through the gem correlated to the more valuable gem
Annie,1,44,Orientation,GEMS220,"select gems that have less number of lines and and have a slope that increases going left to right. If the extremes of the pattern ends in white, or white with slight hint of black, they may be worth value"
Vanessa Chavez,1,44,Orientation,GEMS220,"select gems that have less number of lines and and have a slope that increases going left to right. If the extremes of the pattern ends in white, or white with slight hint of black, they may be worth value"
Elizabeth,0,44,Orientation,GEMS220,"select gems that have less number of lines and and have a slope that increases going left to right. If the extremes of the pattern ends in white, or white with slight hint of black, they may be worth value"
Annie,1,44,Bar width,GEMS220,"select gems that have less number of lines and and have a slope that increases going left to right. If the extremes of the pattern ends in white, or white with slight hint of black, they may be worth value"
Vanessa Chavez,0,44,Bar width,GEMS220,"select gems that have less number of lines and and have a slope that increases going left to right. If the extremes of the pattern ends in white, or white with slight hint of black, they may be worth value"
Elizabeth,0,44,Bar width,GEMS220,"select gems that have less number of lines and and have a slope that increases going left to right. If the extremes of the pattern ends in white, or white with slight hint of black, they may be worth value"
Annie,0,45,Orientation,GEMS221,"I might just be stupid but I couldn't really find a set pattern. I thought it was the smaller lines meant they were more valuable but then they would have negative numbers some times, same with how crisp the lines were, or the angle they were tilted at."
Vanessa Chavez,1,45,Orientation,GEMS221,"I might just be stupid but I couldn't really find a set pattern. I thought it was the smaller lines meant they were more valuable but then they would have negative numbers some times, same with how crisp the lines were, or the angle they were tilted at."
Elizabeth,1,45,Orientation,GEMS221,"I might just be stupid but I couldn't really find a set pattern. I thought it was the smaller lines meant they were more valuable but then they would have negative numbers some times, same with how crisp the lines were, or the angle they were tilted at."
Annie,0,45,Bar width,GEMS221,"I might just be stupid but I couldn't really find a set pattern. I thought it was the smaller lines meant they were more valuable but then they would have negative numbers some times, same with how crisp the lines were, or the angle they were tilted at."
Vanessa Chavez,1,45,Bar width,GEMS221,"I might just be stupid but I couldn't really find a set pattern. I thought it was the smaller lines meant they were more valuable but then they would have negative numbers some times, same with how crisp the lines were, or the angle they were tilted at."
Elizabeth,1,45,Bar width,GEMS221,"I might just be stupid but I couldn't really find a set pattern. I thought it was the smaller lines meant they were more valuable but then they would have negative numbers some times, same with how crisp the lines were, or the angle they were tilted at."
Annie,0,46,Orientation,GEMS222,"I'm not super positive but I think what makes certain gems more valuable than others is determined by where they land on the in the sequence. The pattern shifts every other gem and shifts one step to the right each time. Overall, I think that sequencing and left to right movement has something to do with how gems are arranged."
Vanessa Chavez,0,46,Orientation,GEMS222,"I'm not super positive but I think what makes certain gems more valuable than others is determined by where they land on the in the sequence. The pattern shifts every other gem and shifts one step to the right each time. Overall, I think that sequencing and left to right movement has something to do with how gems are arranged."
Elizabeth,0,46,Orientation,GEMS222,"I'm not super positive but I think what makes certain gems more valuable than others is determined by where they land on the in the sequence. The pattern shifts every other gem and shifts one step to the right each time. Overall, I think that sequencing and left to right movement has something to do with how gems are arranged."
Annie,0,46,Bar width,GEMS222,"I'm not super positive but I think what makes certain gems more valuable than others is determined by where they land on the in the sequence. The pattern shifts every other gem and shifts one step to the right each time. Overall, I think that sequencing and left to right movement has something to do with how gems are arranged."
Vanessa Chavez,0,46,Bar width,GEMS222,"I'm not super positive but I think what makes certain gems more valuable than others is determined by where they land on the in the sequence. The pattern shifts every other gem and shifts one step to the right each time. Overall, I think that sequencing and left to right movement has something to do with how gems are arranged."
Elizabeth,0,46,Bar width,GEMS222,"I'm not super positive but I think what makes certain gems more valuable than others is determined by where they land on the in the sequence. The pattern shifts every other gem and shifts one step to the right each time. Overall, I think that sequencing and left to right movement has something to do with how gems are arranged."
Annie,0,47,Orientation,GEMS223,"Consistency... how clear or defined they are, usually the clearer they were, the more value they had. The number of bands also made a difference in the value of the gem. Usually the number of bands meant a higher value"
Vanessa Chavez,0,47,Orientation,GEMS223,"Consistency... how clear or defined they are, usually the clearer they were, the more value they had. The number of bands also made a difference in the value of the gem. Usually the number of bands meant a higher value"
Elizabeth,0,47,Orientation,GEMS223,"Consistency... how clear or defined they are, usually the clearer they were, the more value they had. The number of bands also made a difference in the value of the gem. Usually the number of bands meant a higher value"
Annie,1,47,Bar width,GEMS223,"Consistency... how clear or defined they are, usually the clearer they were, the more value they had. The number of bands also made a difference in the value of the gem. Usually the number of bands meant a higher value"
Vanessa Chavez,0,47,Bar width,GEMS223,"Consistency... how clear or defined they are, usually the clearer they were, the more value they had. The number of bands also made a difference in the value of the gem. Usually the number of bands meant a higher value"
Elizabeth,0,47,Bar width,GEMS223,"Consistency... how clear or defined they are, usually the clearer they were, the more value they had. The number of bands also made a difference in the value of the gem. Usually the number of bands meant a higher value"
Annie,0,48,Orientation,GEMS224,the gems that are more valuable have more diagonal lines and don't have too many lines in the gem but also don't have too few lines so they are right in the middle.
Vanessa Chavez,1,48,Orientation,GEMS224,the gems that are more valuable have more diagonal lines and don't have too many lines in the gem but also don't have too few lines so they are right in the middle.
Elizabeth,0,48,Orientation,GEMS224,the gems that are more valuable have more diagonal lines and don't have too many lines in the gem but also don't have too few lines so they are right in the middle.
Annie,0,48,Bar width,GEMS224,the gems that are more valuable have more diagonal lines and don't have too many lines in the gem but also don't have too few lines so they are right in the middle.
Vanessa Chavez,0,48,Bar width,GEMS224,the gems that are more valuable have more diagonal lines and don't have too many lines in the gem but also don't have too few lines so they are right in the middle.
Elizabeth,0,48,Bar width,GEMS224,the gems that are more valuable have more diagonal lines and don't have too many lines in the gem but also don't have too few lines so they are right in the middle.
Annie,1,49,Orientation,GEMS225,Try the ones with thin lines and standing more vertical. Do not pick the same gem as you did the previous time. Try and find a pattern to the game.
Vanessa Chavez,1,49,Orientation,GEMS225,Try the ones with thin lines and standing more vertical. Do not pick the same gem as you did the previous time. Try and find a pattern to the game.
Elizabeth,1,49,Orientation,GEMS225,Try the ones with thin lines and standing more vertical. Do not pick the same gem as you did the previous time. Try and find a pattern to the game.
Annie,1,49,Bar width,GEMS225,Try the ones with thin lines and standing more vertical. Do not pick the same gem as you did the previous time. Try and find a pattern to the game.
Vanessa Chavez,1,49,Bar width,GEMS225,Try the ones with thin lines and standing more vertical. Do not pick the same gem as you did the previous time. Try and find a pattern to the game.
Elizabeth,3,49,Bar width,GEMS225,Try the ones with thin lines and standing more vertical. Do not pick the same gem as you did the previous time. Try and find a pattern to the game.
Annie,1,50,Orientation,GEMS226,"find the gem that is wider for each line. the lines for each valuable gems all go in the same directon. the line tend to be more and more condense as value increase, and the value of the next gem increase as the lines of the last gem go up a little bit."
Vanessa Chavez,0,50,Orientation,GEMS226,"find the gem that is wider for each line. the lines for each valuable gems all go in the same directon. the line tend to be more and more condense as value increase, and the value of the next gem increase as the lines of the last gem go up a little bit."
Elizabeth,1,50,Orientation,GEMS226,"find the gem that is wider for each line. the lines for each valuable gems all go in the same directon. the line tend to be more and more condense as value increase, and the value of the next gem increase as the lines of the last gem go up a little bit."
Annie,1,50,Bar width,GEMS226,"find the gem that is wider for each line. the lines for each valuable gems all go in the same directon. the line tend to be more and more condense as value increase, and the value of the next gem increase as the lines of the last gem go up a little bit."
Vanessa Chavez,1,50,Bar width,GEMS226,"find the gem that is wider for each line. the lines for each valuable gems all go in the same directon. the line tend to be more and more condense as value increase, and the value of the next gem increase as the lines of the last gem go up a little bit."
Elizabeth,1,50,Bar width,GEMS226,"find the gem that is wider for each line. the lines for each valuable gems all go in the same directon. the line tend to be more and more condense as value increase, and the value of the next gem increase as the lines of the last gem go up a little bit."
Annie,0,51,Orientation,GEMS227,"I do not kno how the points operate, but it appears that if you click ones with thicker lines, then the next set will also have thicker lines and vice versa with smaller lines."
Vanessa Chavez,0,51,Orientation,GEMS227,"I do not kno how the points operate, but it appears that if you click ones with thicker lines, then the next set will also have thicker lines and vice versa with smaller lines."
Elizabeth,0,51,Orientation,GEMS227,"I do not kno how the points operate, but it appears that if you click ones with thicker lines, then the next set will also have thicker lines and vice versa with smaller lines."
Annie,1,51,Bar width,GEMS227,"I do not kno how the points operate, but it appears that if you click ones with thicker lines, then the next set will also have thicker lines and vice versa with smaller lines."
Vanessa Chavez,1,51,Bar width,GEMS227,"I do not kno how the points operate, but it appears that if you click ones with thicker lines, then the next set will also have thicker lines and vice versa with smaller lines."
Elizabeth,3,51,Bar width,GEMS227,"I do not kno how the points operate, but it appears that if you click ones with thicker lines, then the next set will also have thicker lines and vice versa with smaller lines."
Annie,0,52,Orientation,GEMS228,the amout of lines and how think the lines are and which way the are facing for example gems with more lines are more valuable
Vanessa Chavez,0,52,Orientation,GEMS228,the amout of lines and how think the lines are and which way the are facing for example gems with more lines are more valuable
Elizabeth,1,52,Orientation,GEMS228,the amout of lines and how think the lines are and which way the are facing for example gems with more lines are more valuable
Annie,1,52,Bar width,GEMS228,the amout of lines and how think the lines are and which way the are facing for example gems with more lines are more valuable
Vanessa Chavez,1,52,Bar width,GEMS228,the amout of lines and how think the lines are and which way the are facing for example gems with more lines are more valuable
Elizabeth,3,52,Bar width,GEMS228,the amout of lines and how think the lines are and which way the are facing for example gems with more lines are more valuable
Annie,1,53,Orientation,GEMS229,"Gem stones are more valuable when the stripes are closest to horizontal, or closer to horizontal than the last chosen gem."
Vanessa Chavez,1,53,Orientation,GEMS229,"Gem stones are more valuable when the stripes are closest to horizontal, or closer to horizontal than the last chosen gem."
Elizabeth,1,53,Orientation,GEMS229,"Gem stones are more valuable when the stripes are closest to horizontal, or closer to horizontal than the last chosen gem."
Annie,0,53,Bar width,GEMS229,"Gem stones are more valuable when the stripes are closest to horizontal, or closer to horizontal than the last chosen gem."
Vanessa Chavez,0,53,Bar width,GEMS229,"Gem stones are more valuable when the stripes are closest to horizontal, or closer to horizontal than the last chosen gem."
Elizabeth,0,53,Bar width,GEMS229,"Gem stones are more valuable when the stripes are closest to horizontal, or closer to horizontal than the last chosen gem."
Annie,0,54,Orientation,GEMS230,I think the ending has of the gems have a lot to do with the outcome of the score. I would also look at the boldness and the thickness of each line in comparison to the previous gem that you have chose.
Vanessa Chavez,0,54,Orientation,GEMS230,I think the ending has of the gems have a lot to do with the outcome of the score. I would also look at the boldness and the thickness of each line in comparison to the previous gem that you have chose.
